"Subject" "Activity_No." "Activity_Name2" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
12 4 "SITTING" 0.33149252 -0.20483456 -0.20483456 0.093878514 0.13994243 -0.9993483 -0.51370372 -0.73443854 0.10675799 -0.86640139 -0.86640139 -0.94719176 -0.90678611 -0.9599453 -0.90901146 -0.93183596 -0.93209666 -0.95794621
12 6 NA 0.20066364 -0.02753521 -0.02753521 -0.36801686 -0.35222914 -0.99596647 0.012521461 -0.097527318 -0.8294931 -0.37453266 -0.37453266 -0.85993364 -0.57449454 -0.86219621 -0.071715024 -0.82873944 -0.83108832 -0.83569593
12 6 NA -0.34455697 -0.23297146 -0.23297146 0.36396754 -0.31053437 -0.99410517 -0.67879705 -0.54314502 -0.31847026 -0.90664317 -0.90664317 -0.9378174 -0.68384285 -0.93538874 -0.88881117 -0.92115349 -0.86059231 -0.91834973
12 6 NA -0.45247612 0.11412756 0.11412756 0.11949672 0.0011289152 -0.99866448 -0.92036942 -0.84962757 -0.21331805 -0.95590554 -0.95590554 -0.96296457 -0.82626289 -0.96366072 -0.95873377 -0.95502262 -0.87109883 -0.93582424
12 6 NA -0.37576608 0.21217293 0.21217293 -0.16737483 -0.14562769 -0.99961967 -0.35379629 -0.84083983 -0.094501176 -0.95224134 -0.95224134 -0.98106635 -0.94041728 -0.98478849 -0.97679739 -0.97890592 -0.94022712 -0.98354888
12 6 NA -0.016849876 -0.088506614 -0.088506614 0.15287095 -0.051840522 -0.99982349 -0.60691612 -0.93147773 -0.65739142 -0.95126678 -0.95126678 -0.98228758 -0.96935518 -0.9829652 -0.97220063 -0.9830419 -0.97083925 -0.98316633
12 6 NA -0.098092472 -0.14570855 -0.14570855 0.097643532 -0.031408668 -0.99984936 -0.67445405 -0.95828485 -0.7277041 -0.95410164 -0.95410164 -0.97848427 -0.96061464 -0.97986368 -0.95996393 -0.9807188 -0.97003367 -0.98258484
12 6 NA 0.095091678 0.19389784 0.19389784 -0.077699328 0.51259973 -0.99986445 -0.15753161 -0.70024613 -0.86239055 -0.9456936 -0.9456936 -0.97539653 -0.96163051 -0.97685939 -0.95629002 -0.95314627 -0.94560613 -0.9534069
12 6 NA -0.16530379 0.12601695 0.12601695 0.29413657 0.29677647 -0.99959024 -0.89641698 -0.84532995 -0.85301045 -0.94449063 -0.94449063 -0.94985681 -0.95340475 -0.95619544 -0.93433763 -0.90357955 -0.9187079 -0.91718616
12 6 NA -0.01785372 0.042607813 0.042607813 0.31669425 0.11658543 -0.99842202 -0.93499689 -0.85069211 -0.87635639 -0.93982093 -0.93982093 -0.93571214 -0.931306 -0.9351793 -0.93134354 -0.90848683 -0.90888325 -0.9210877
12 6 NA -0.050744586 -0.24103189 -0.24103189 -0.27070928 -0.47948607 -0.9984964 -0.69213648 -0.71613034 -0.85216194 -0.93414057 -0.93414057 -0.9429972 -0.92765035 -0.93704146 -0.93514019 -0.93319089 -0.91335581 -0.93004434
12 6 NA -0.51806175 -0.13219792 -0.13219792 -0.15640275 -0.46631003 -0.99947282 -0.76630805 -0.74818347 -0.84407023 -0.94171467 -0.94171467 -0.95549014 -0.9502901 -0.95996524 -0.93804876 -0.94485525 -0.93935598 -0.95037328
12 6 NA -0.36883349 -0.13145506 -0.13145506 0.022976417 -0.32116806 -0.99981864 0.20834863 -0.81566078 -0.38238861 -0.93032649 -0.93032649 -0.97408981 -0.95689706 -0.97733055 -0.95885371 -0.98052843 -0.96632753 -0.97730729
12 6 NA -0.16574278 0.086438698 0.086438698 0.15390286 -0.71315374 -0.99988528 0.54283698 -0.83726896 0.17236093 -0.9347912 -0.9347912 -0.98403712 -0.967731 -0.98347228 -0.96896305 -0.98782893 -0.97213567 -0.98204628
12 6 NA -0.37912434 0.038200306 0.038200306 -0.029875736 -0.7990394 -0.99992095 0.047683954 -0.88232928 0.0038371019 -0.95524454 -0.95524454 -0.98572432 -0.97380615 -0.98657006 -0.97248239 -0.98858116 -0.97743441 -0.98576914
12 6 NA 0.13098798 0.15267387 0.15267387 0.07005967 -0.094874766 -0.99425291 -0.71069344 -0.25330496 -0.35355971 -0.89726129 -0.89726129 -0.94870545 -0.68715095 -0.93786329 -0.85559946 -0.94348169 -0.83030846 -0.90562301
12 6 NA -0.31500487 -0.29357293 -0.29357293 0.021642994 0.072652172 -0.99902489 -0.87706026 -0.83066774 0.01041088 -0.9603618 -0.9603618 -0.9666677 -0.83757259 -0.97223263 -0.96393146 -0.96821196 -0.90648221 -0.97559006
12 6 NA -0.35619046 -0.37433412 -0.37433412 -0.3471072 -0.38294896 -0.99917604 -0.83455908 -0.92857008 -0.043113557 -0.96768563 -0.96768563 -0.97671665 -0.93616896 -0.98017569 -0.97073258 -0.97191943 -0.94310186 -0.98429523
12 6 NA -0.15285074 -0.50643936 -0.50643936 -0.1163127 -0.33747771 -0.99989018 -0.092643069 -0.9038991 -0.86180033 -0.96181827 -0.96181827 -0.98631563 -0.97574609 -0.98517504 -0.98321934 -0.98581672 -0.9798315 -0.98671667
12 6 NA -0.028590514 -0.27597863 -0.27597863 -0.16702432 -0.46342655 -0.99987094 0.42672578 -0.94153348 -0.20528739 -0.96222066 -0.96222066 -0.98871899 -0.96901873 -0.98614345 -0.98131461 -0.9887821 -0.97638422 -0.98367491
12 6 NA -0.10870753 -0.046368608 -0.046368608 0.01407156 -0.072375796 -0.99990767 0.72917693 -0.91417892 -0.89356867 -0.94375261 -0.94375261 -0.98917391 -0.96114399 -0.98752058 -0.97542618 -0.98748784 -0.9725277 -0.98341975
12 6 NA -0.29096391 0.048216757 0.048216757 -0.059915246 -0.42305988 -0.99990761 0.30593413 -0.39345953 -0.3279643 -0.94223109 -0.94223109 -0.99076803 -0.96716955 -0.98906279 -0.97639956 -0.98925245 -0.97609081 -0.98600191
12 6 NA -0.24527677 -0.14814453 -0.14814453 -0.25820286 -0.75349907 -0.99988863 0.28816582 -0.75310739 -0.16727751 -0.97057144 -0.97057144 -0.99225187 -0.98052783 -0.99086441 -0.9878318 -0.99345687 -0.97965396 -0.98831334
12 6 NA -0.26676812 -0.18048519 -0.18048519 -0.065821485 -0.84178332 -0.99995944 0.37257224 -0.95652935 -0.13073978 -0.96646981 -0.96646981 -0.98916654 -0.98193013 -0.99063578 -0.98241495 -0.98930177 -0.98534917 -0.98916869
12 6 NA -0.32179524 -0.12715133 -0.12715133 -0.043154188 -0.36429989 -0.99993446 -0.18062112 -0.88517534 -0.85594487 -0.96120957 -0.96120957 -0.98814897 -0.97229237 -0.99130341 -0.97885721 -0.98932732 -0.98477683 -0.99111876
12 6 NA -0.26653846 -0.054399391 -0.054399391 -0.54470321 -0.13980698 -0.99989303 -0.71352068 -0.71195595 -0.63270596 -0.96064285 -0.96064285 -0.98300587 -0.97092847 -0.98229672 -0.97106357 -0.97918495 -0.9731657 -0.97662497
12 6 NA -0.33623214 -0.27994289 -0.27994289 -0.29148521 -0.093372488 -0.99991435 -0.92072132 -0.64245951 -0.83656628 -0.95571724 -0.95571724 -0.97546272 -0.96617911 -0.97407494 -0.9677383 -0.97287553 -0.96569678 -0.97371596
12 6 NA -0.43864848 -0.24775379 -0.24775379 0.11013785 -0.19660473 -0.99995416 -0.69584954 -0.54686914 -0.58899644 -0.96894247 -0.96894247 -0.98568105 -0.97114224 -0.98565977 -0.97212863 -0.98290983 -0.97271876 -0.98211458
12 1 "WALKING" 0.20192688 -0.0024164397 -0.0024164397 -0.6688873 -0.39651886 -0.9646238 -0.83000701 -0.62359684 -0.71271805 -0.073504896 -0.073504896 -0.22177479 -0.19970874 -0.57528184 -0.058740879 -0.052551165 -0.47785909 -0.62547902
12 1 "WALKING" 0.32309728 -0.028767764 -0.028767764 -0.38745616 -0.44299652 -0.93362438 -0.75318453 -0.38994936 -0.63181271 -0.064004349 -0.064004349 -0.1291378 -0.2650305 -0.48596465 -0.16400375 0.02713257 -0.39951221 -0.5560848
12 1 "WALKING" 0.43319227 0.4041563 0.4041563 0.38998289 -0.47590058 -0.894068 -0.52969304 -0.53713619 -0.74119027 -0.084628248 -0.084628248 -0.11358405 -0.31905061 -0.4600489 -0.2422961 -0.049518812 -0.40404729 -0.54334594
12 1 "WALKING" 0.43026149 0.424597 0.424597 0.34231912 -0.19794849 -0.91474205 -0.66436432 -0.60891137 -0.63507396 -0.14834298 -0.14834298 -0.1830237 -0.4136258 -0.546717 -0.26461628 -0.13716842 -0.51719161 -0.57461019
12 1 "WALKING" 0.21679021 0.23087786 0.23087786 0.13650729 -0.19810712 -0.92785384 -0.67153544 -0.30172221 -0.63871324 -0.14342881 -0.14342881 -0.18320005 -0.43153487 -0.58184739 -0.22571657 -0.18914142 -0.51423305 -0.62159966
12 1 "WALKING" 0.17377849 0.29123941 0.29123941 0.15446846 -0.017731023 -0.93687077 -0.65822755 -0.71190525 -0.70724828 -0.092397025 -0.092397025 -0.11872647 -0.3663295 -0.51240715 -0.18013345 -0.0097855542 -0.40996276 -0.58191134
12 1 "WALKING" 0.23768425 0.28674041 0.28674041 0.2706924 -0.19640279 -0.90671398 -0.54502828 -0.48666162 -0.7700283 -0.11561421 -0.11561421 -0.14979342 -0.38700459 -0.54266535 -0.32696843 -0.14858906 -0.44590231 -0.62628336
12 1 "WALKING" 0.2491424 0.017362292 0.017362292 0.23602679 -0.37001103 -0.94104932 -0.75010052 -0.49396241 -0.69383645 -0.17990841 -0.17990841 -0.24277983 -0.44016422 -0.60047869 -0.33602828 -0.2418882 -0.54304116 -0.64968452
12 1 "WALKING" 0.3136363 0.27755919 0.27755919 0.4082493 -0.4806071 -0.94608243 -0.8139626 -0.29608931 -0.58789875 -0.19052818 -0.19052818 -0.26340594 -0.4326027 -0.58417722 -0.31384715 -0.26666329 -0.55295551 -0.67153294
12 1 "WALKING" 0.21947716 0.24864506 0.24864506 0.27052135 -0.25293199 -0.93517176 -0.71218907 0.05355853 -0.63691098 -0.18760556 -0.18760556 -0.2600681 -0.4371811 -0.58442637 -0.33667864 -0.24577373 -0.5418675 -0.67102781
12 1 "WALKING" 0.14248583 0.11619353 0.11619353 -0.19648637 -0.12530453 -0.91452959 -0.71657073 -0.18319021 -0.73356178 -0.17008309 -0.17008309 -0.23552359 -0.40508321 -0.55307518 -0.32422213 -0.19330148 -0.47898812 -0.62240061
12 1 "WALKING" 0.14996063 -0.095476976 -0.095476976 -0.034249993 -0.30778743 -0.91754759 -0.70135336 -0.076092283 -0.68170522 -0.1457777 -0.1457777 -0.18242051 -0.39720556 -0.54379668 -0.34975692 -0.15692743 -0.49757362 -0.64718261
12 1 "WALKING" 0.16436399 0.18885387 0.18885387 0.38170421 -0.15297377 -0.96341728 -0.85547907 -0.26793332 -0.69101627 -0.17700363 -0.17700363 -0.21757637 -0.435839 -0.57991783 -0.32508206 -0.10725887 -0.49981606 -0.64801318
12 1 "WALKING" 0.2491078 0.28392168 0.28392168 0.14555895 -0.13887633 -0.95098208 -0.80231981 -0.06064461 -0.77695665 -0.23536125 -0.23536125 -0.29438233 -0.44427563 -0.57416217 -0.33554264 -0.20501514 -0.50479482 -0.6429344
12 1 "WALKING" 0.28399104 0.24734826 0.24734826 0.61376156 0.15504606 -0.95766063 -0.66703001 0.16308856 -0.49458108 -0.18608288 -0.18608288 -0.31406356 -0.076848566 -0.61994401 -0.35616021 -0.27826178 -0.56424782 -0.68438032
12 1 "WALKING" 0.30734088 -0.074323605 -0.074323605 0.26287256 -0.14544055 -0.94873247 -0.6057689 -0.62175954 -0.81651939 -0.14712271 -0.14712271 -0.2234445 -0.19579035 -0.58056281 -0.29642754 -0.24091301 -0.51393717 -0.63580224
12 1 "WALKING" 0.19683719 -0.075868407 -0.075868407 -0.065581705 -0.4266185 -0.91538778 -0.65803608 -0.5597439 -0.89685462 -0.10039673 -0.10039673 -0.14044286 -0.35123216 -0.53711693 -0.20566042 -0.14806389 -0.44447433 -0.59790999
12 1 "WALKING" 0.13691062 0.10064269 0.10064269 -0.055113236 -0.44820584 -0.88451055 -0.4526687 -0.34173763 -0.84311435 -0.08756117 -0.08756117 -0.12419793 -0.3098843 -0.46736676 -0.22112386 -0.038587968 -0.41518909 -0.5330026
12 1 "WALKING" 0.1612605 0.03301722 0.03301722 0.26813862 -0.36009262 -0.90614625 -0.47234093 -0.36554509 -0.92322116 -0.13690711 -0.13690711 -0.18569798 -0.28611626 -0.48087176 -0.32861428 -0.16582203 -0.38686225 -0.59021246
12 1 "WALKING" -0.033453048 0.026766315 0.026766315 0.34303619 -0.26043308 -0.90650215 -0.55729142 -0.49125257 -0.86469664 -0.16222306 -0.16222306 -0.2153898 -0.33372946 -0.53569605 -0.33718181 -0.2333738 -0.41367968 -0.62880516
12 1 "WALKING" -0.056406125 -0.064052909 -0.064052909 0.15135998 -0.27030638 -0.94070151 -0.59102118 -0.65394231 -0.93407576 -0.15572592 -0.15572592 -0.20296114 -0.35888641 -0.52383317 -0.31275968 -0.31431769 -0.48652019 -0.62190839
12 1 "WALKING" 0.25359188 0.17933358 0.17933358 0.58555979 -0.36304967 -0.87230364 -0.66480261 -0.64229092 -0.82067347 -0.13303931 -0.13303931 -0.17555577 -0.38379156 -0.55696163 -0.28597948 -0.21094846 -0.55057131 -0.63915148
12 1 "WALKING" 0.072488473 0.25481076 0.25481076 0.57324761 -0.33830942 -0.92569525 -0.62804579 -0.37928828 -0.78188694 -0.094745727 -0.094745727 -0.16331329 -0.35779829 -0.56205045 -0.27083073 -0.1159936 -0.50180661 -0.57338427
12 1 "WALKING" -0.028031885 0.067436502 0.067436502 0.23725791 -0.29389837 -0.93083142 -0.65060062 -0.45833104 -0.81182159 -0.082446529 -0.082446529 -0.14244932 -0.38726658 -0.53465857 -0.19616903 -0.074258816 -0.50081373 -0.56062278
12 1 "WALKING" -0.1476584 0.37760048 0.37760048 0.40613463 0.060976202 -0.92544752 -0.73579344 -0.29500329 -0.42237489 -0.088530577 -0.088530577 -0.11466984 -0.40650537 -0.54089119 -0.21959432 -0.052618186 -0.50544951 -0.5652997
12 1 "WALKING" -0.19066031 0.28338336 0.28338336 0.35377418 -0.059024309 -0.89443931 -0.62011704 -0.46218902 -0.46574268 -0.14603499 -0.14603499 -0.17595064 -0.40849033 -0.56372024 -0.30793657 -0.11608818 -0.50510043 -0.5756242
12 1 "WALKING" 0.16212703 0.052096952 0.052096952 0.018454708 -0.53849546 -0.9593575 -0.78990124 -0.66427143 -0.77855809 -0.18827717 -0.18827717 -0.23444784 -0.4296437 -0.59761807 -0.29078465 -0.20025284 -0.54858311 -0.68900834
12 3 "WALKING_DOWNSTAIRS" -0.32354869 0.028727426 0.028727426 -0.35891744 -0.028593008 -0.84355982 -0.74772474 -0.35969233 -0.66599011 0.0060894612 0.0060894612 -0.11951006 -0.22728363 -0.40056545 0.20879983 0.12984765 -0.33666614 -0.30251267
12 3 "WALKING_DOWNSTAIRS" -0.19354062 -0.085754534 -0.085754534 0.021790728 -0.38191431 -0.91211023 -0.7642454 -0.50908408 -0.86833285 -0.14798232 -0.14798232 -0.22580861 -0.38449132 -0.5332909 0.16797761 0.087215406 -0.49314459 -0.50911908
12 3 "WALKING_DOWNSTAIRS" -0.13724989 -0.32884255 -0.32884255 0.27697821 -0.048832479 -0.92334387 -0.73736883 -0.46750054 -0.79677598 -0.19426807 -0.19426807 -0.22459921 -0.25100712 -0.51276638 0.064997862 0.079507868 -0.41325202 -0.4851269
12 3 "WALKING_DOWNSTAIRS" -0.074196519 -0.1143059 -0.1143059 -0.14635109 -0.19938528 -0.91297276 -0.85851881 0.25154664 -0.75633626 -0.065723351 -0.065723351 -0.11328062 -0.21906555 -0.43118978 0.23894885 -0.053395764 -0.3861254 -0.44695376
12 3 "WALKING_DOWNSTAIRS" -0.31470839 -0.068119141 -0.068119141 -0.19089457 -0.42781686 -0.90207496 -0.85231165 0.025168888 -0.9284646 -0.038112227 -0.038112227 -0.11088303 -0.36380985 -0.44545558 0.30535215 0.043792576 -0.41949261 -0.46082852
12 3 "WALKING_DOWNSTAIRS" -0.45784722 -0.17430426 -0.17430426 0.046498398 -0.3590439 -0.94655881 -0.94640219 -0.54419449 -0.61060563 -0.20317298 -0.20317298 -0.26204642 -0.27724478 -0.50743141 0.01341959 -0.082253804 -0.3460157 -0.54820485
12 3 "WALKING_DOWNSTAIRS" -0.20043807 0.19955584 0.19955584 0.15177376 -0.29262406 -0.92022983 -0.91426049 -0.44193202 -0.75222637 -0.093572865 -0.093572865 -0.19091734 -0.19548574 -0.4350749 0.11221315 -0.035787753 -0.26806731 -0.42479535
12 3 "WALKING_DOWNSTAIRS" -0.13106656 0.24906447 0.24906447 -0.088748981 -0.038772311 -0.90349987 -0.69927797 -0.44661503 -0.85087025 -0.057105246 -0.057105246 -0.23392644 -0.33712713 -0.48881385 0.04025863 -0.023076683 -0.42783179 -0.44725611
12 3 "WALKING_DOWNSTAIRS" 0.0012947006 -0.38277486 -0.38277486 0.12643674 0.079803242 -0.8349769 -0.79384419 -0.46376063 0.38099895 -0.15218667 -0.15218667 -0.29706123 0.26633854 -0.51915684 0.06402716 -0.080973011 0.12165648 -0.54105232
12 3 "WALKING_DOWNSTAIRS" -0.1615514 0.52235179 0.52235179 -0.049531745 -0.27727234 -0.92687754 -0.34111458 -0.53168611 -0.61772542 -0.063520646 -0.063520646 -0.26367729 -0.25497636 -0.56417442 -0.05663871 -0.11032181 -0.49669687 -0.57838995
12 3 "WALKING_DOWNSTAIRS" -0.010538143 0.32731774 0.32731774 -0.00037048384 -0.26589852 -0.89499578 -0.51289389 -0.55721149 -0.78476093 -0.12493148 -0.12493148 -0.23770857 -0.30703392 -0.55357321 -0.019943415 -0.20415466 -0.50763987 -0.59737034
12 3 "WALKING_DOWNSTAIRS" 0.088031405 -0.083885454 -0.083885454 -0.11888889 -0.2019595 -0.9292018 -0.83381229 -0.28297462 -0.33277956 -0.18603272 -0.18603272 -0.31702719 -0.17891167 -0.57390756 -0.11490532 -0.34911954 -0.45876904 -0.63804517
12 3 "WALKING_DOWNSTAIRS" -0.0032126671 0.24515081 0.24515081 -0.092904229 0.027379749 -0.93929568 -0.69001084 0.44421906 -0.54534475 -0.18082514 -0.18082514 -0.35685443 -0.24705826 -0.60924016 -0.16124568 -0.31198164 -0.47042541 -0.66865274
12 3 "WALKING_DOWNSTAIRS" 0.0038075 -0.014015321 -0.014015321 -0.14153378 -0.26515508 -0.90298456 -0.80609072 -0.61448845 -0.75435645 -0.037745751 -0.037745751 -0.14735602 -0.32600686 -0.40015211 0.18838227 0.052220804 -0.24908439 -0.26252083
12 3 "WALKING_DOWNSTAIRS" -0.025386601 0.13944352 0.13944352 -0.025974587 -0.17228963 -0.9185989 -0.85169257 -0.22681137 -0.7312219 0.0053016069 0.0053016069 -0.081972381 -0.27090754 -0.35720699 0.27536848 0.082653538 -0.24137784 -0.24580739
12 3 "WALKING_DOWNSTAIRS" -0.25388753 0.40745151 0.40745151 0.23310615 0.28354311 -0.94884363 -0.92715969 -0.52433694 -0.787757 -0.10259093 -0.10259093 -0.23108812 -0.30431064 -0.51290537 0.17281681 -0.024982642 -0.43924254 -0.48404386
12 3 "WALKING_DOWNSTAIRS" -0.27180553 0.23958047 0.23958047 0.17817903 -0.30114379 -0.96207175 -0.71072021 -0.67308202 -0.73549649 -0.13202032 -0.13202032 -0.26102015 -0.30534568 -0.48025884 0.005054816 -0.13895226 -0.43804796 -0.469277
12 3 "WALKING_DOWNSTAIRS" -0.21874196 0.37263312 0.37263312 -0.06647984 -0.027152218 -0.90120974 -0.64792456 -0.63697765 -0.85532719 -0.046263997 -0.046263997 -0.22697496 -0.44856744 -0.5451245 0.10359566 -0.083659629 -0.55662437 -0.62171378
12 3 "WALKING_DOWNSTAIRS" -0.12773669 0.040682902 0.040682902 0.2906769 -0.21741388 -0.8982677 -0.79388593 -0.054183141 -0.76744438 -0.11836181 -0.11836181 -0.26592457 -0.43757467 -0.5581401 0.099864999 -0.13312652 -0.55122671 -0.62664665
12 3 "WALKING_DOWNSTAIRS" -0.0074060697 0.18035771 0.18035771 0.26145152 -0.29317721 -0.92090119 -0.71414039 0.63613514 -0.7691216 -0.18667928 -0.18667928 -0.32431371 -0.37250699 -0.6007095 -0.065373049 -0.17610635 -0.4893451 -0.65068474
12 3 "WALKING_DOWNSTAIRS" -0.010845199 -0.020771253 -0.020771253 -0.16429661 -0.51279104 -0.90661032 -0.65955782 0.22243456 -0.80401327 -0.19964182 -0.19964182 -0.30198844 -0.35082942 -0.59315343 -0.076863284 -0.26596897 -0.49421742 -0.65482719
12 3 "WALKING_DOWNSTAIRS" -0.074526792 0.033266425 0.033266425 0.19764797 0.2245182 -0.93340005 -0.80953911 -0.54294605 -0.68224731 -0.11142486 -0.11142486 -0.21896467 -0.32076524 -0.56917521 0.079469062 -0.17090684 -0.40511784 -0.59657987
12 3 "WALKING_DOWNSTAIRS" -0.13635246 0.39247832 0.39247832 0.16536261 0.017924412 -0.90250552 -0.60482914 0.31825987 -0.57616302 -0.016326779 -0.016326779 -0.19099253 -0.18464075 -0.50260551 -0.017593833 -0.14098849 -0.36081274 -0.55028805
12 3 "WALKING_DOWNSTAIRS" 0.0043202548 0.42864239 0.42864239 -0.053770217 -0.22188353 -0.86204682 -0.79829728 -0.48165042 -0.71661928 -0.027649964 -0.027649964 -0.20005471 -0.23222683 -0.4867358 0.14000615 0.012200408 -0.34303896 -0.47560849
12 3 "WALKING_DOWNSTAIRS" 0.0077681391 -0.020530802 -0.020530802 0.0029795347 -0.16619219 -0.89664676 -0.70946131 -0.77829303 -0.75400476 -0.11601211 -0.11601211 -0.19217833 -0.32145336 -0.49746851 0.097355189 0.068594511 -0.47169224 -0.48804185
12 2 "WALKING_UPSTAIRS" 0.27892226 0.21103931 0.21103931 0.10366768 -0.038882168 -0.98411232 -0.75349298 -0.39576756 -0.43286865 -0.17659535 -0.17659535 -0.42607064 -0.1322332 -0.66456677 -0.22502669 -0.3426175 -0.58023894 -0.68562302
12 2 "WALKING_UPSTAIRS" 0.27371842 0.16983639 0.16983639 0.041822676 -0.23464311 -0.97692391 -0.69593576 0.34709169 -0.55479365 -0.25378066 -0.25378066 -0.42246052 -0.23994928 -0.7015266 -0.26627226 -0.34280463 -0.61206384 -0.71786013
12 2 "WALKING_UPSTAIRS" 0.16695947 0.061608779 0.061608779 -0.10814187 0.12407624 -0.97751368 -0.55737728 -0.29121405 -0.32305393 -0.22694586 -0.22694586 -0.44635866 -0.12365989 -0.68601403 -0.30732732 -0.34396924 -0.38893667 -0.7144569
12 2 "WALKING_UPSTAIRS" 0.13721416 0.35303 0.35303 0.20335361 0.34240089 -0.98041046 -0.62270755 -0.49139329 -0.45995661 -0.20912638 -0.20912638 -0.45055291 -0.12628964 -0.64417069 -0.29480708 -0.39397794 -0.33618284 -0.65911706
12 2 "WALKING_UPSTAIRS" -0.026550071 0.34852844 0.34852844 -0.044823466 0.037355019 -0.96175242 -0.51756521 -0.14407297 -0.92137798 -0.26101512 -0.26101512 -0.46105843 -0.37306295 -0.67329027 -0.30640138 -0.42069285 -0.62919293 -0.67243503
12 2 "WALKING_UPSTAIRS" -0.1993228 -0.012566434 -0.012566434 -0.21035883 -0.10202201 -0.96183225 -0.44577735 -0.12478273 -0.93526753 -0.21764991 -0.21764991 -0.38446419 -0.41119705 -0.68137257 -0.25322514 -0.28956544 -0.69296641 -0.71203171
12 2 "WALKING_UPSTAIRS" 0.045024105 0.17242619 0.17242619 0.14757636 -0.11151557 -0.96892428 -0.74608102 -0.34077346 -0.87614427 -0.17335841 -0.17335841 -0.32610256 -0.38330536 -0.68555974 -0.12739536 -0.15125221 -0.66909647 -0.71838388
12 2 "WALKING_UPSTAIRS" 0.18055209 0.43228382 0.43228382 0.2333802 -0.29193045 -0.96802066 -0.83015186 -0.31519561 -0.89930626 -0.26216835 -0.26216835 -0.43264046 -0.39251273 -0.72170075 -0.24351992 -0.24678412 -0.68670936 -0.77031995
12 2 "WALKING_UPSTAIRS" 0.21133657 0.058899202 0.058899202 -0.10194139 0.061634293 -0.98419789 -0.57721796 0.15923188 -0.85442975 -0.31949533 -0.31949533 -0.52715403 -0.44193349 -0.73356672 -0.39224875 -0.44956129 -0.6886604 -0.80466111
12 2 "WALKING_UPSTAIRS" 0.039540702 0.37740598 0.37740598 0.27066798 -0.12259912 -0.95617949 -0.7933496 -0.34315726 -0.72113878 -0.20376827 -0.20376827 -0.43884341 -0.21413025 -0.65591884 -0.20574255 -0.24213228 -0.6097305 -0.70134833
12 2 "WALKING_UPSTAIRS" 0.05876932 0.26847445 0.26847445 0.0033553496 -0.14399341 -0.9512212 -0.68301202 -0.072101296 -0.56099448 -0.26312883 -0.26312883 -0.47942948 -0.31253014 -0.65730375 -0.29903992 -0.4207407 -0.61245041 -0.72289961
12 2 "WALKING_UPSTAIRS" 0.20189766 0.022110724 0.022110724 -0.04865541 0.17727717 -0.9416008 -0.60011884 0.45390891 -0.23806854 -0.25947718 -0.25947718 -0.48273635 -0.24346806 -0.65791819 -0.35429931 -0.44812267 -0.54615599 -0.71560024
12 2 "WALKING_UPSTAIRS" 0.12425513 -0.08400658 -0.08400658 -0.062120804 0.25036298 -0.97142959 -0.60039552 -0.081786911 -0.47618502 -0.23837781 -0.23837781 -0.46631247 -0.27984599 -0.67340919 -0.33206024 -0.41250701 -0.59236129 -0.72874908
12 2 "WALKING_UPSTAIRS" -0.097931686 -0.10907922 -0.10907922 -0.011774517 -0.11161682 -0.96588833 -0.37848653 -0.021130318 -0.89071163 -0.22798054 -0.22798054 -0.43027915 -0.40067043 -0.66306826 -0.25655851 -0.14742916 -0.698094 -0.72379925
12 2 "WALKING_UPSTAIRS" 0.10245914 -0.059057194 -0.059057194 0.058599687 -0.15325598 -0.97058477 -0.47469528 0.13578992 -0.93454761 -0.24677484 -0.24677484 -0.47413908 -0.44860489 -0.67868068 -0.21719802 -0.17079841 -0.6806473 -0.72270053
12 2 "WALKING_UPSTAIRS" 0.1390783 0.057865144 0.057865144 0.024794028 0.15673591 -0.97852969 -0.69913104 -0.1344496 -0.90814459 -0.27104961 -0.27104961 -0.53388799 -0.43948154 -0.70253834 -0.30332834 -0.37407553 -0.73669284 -0.72963896
12 2 "WALKING_UPSTAIRS" -0.052125644 -0.071818093 -0.071818093 -0.13742558 -0.0027482687 -0.97830787 -0.51505857 -0.23826022 -0.8712674 -0.28864261 -0.28864261 -0.48813331 -0.34249165 -0.69329662 -0.31673229 -0.33910916 -0.67190329 -0.75571868
12 2 "WALKING_UPSTAIRS" 0.17271379 -0.20964007 -0.20964007 -0.23490168 -0.021470635 -0.97660625 -0.4938527 0.021100953 -0.68394383 -0.279254 -0.279254 -0.4802756 -0.26715948 -0.69939921 -0.30288913 -0.3609236 -0.49797903 -0.77236142
12 2 "WALKING_UPSTAIRS" 0.13716039 0.25354261 0.25354261 0.22069681 -0.32874928 -0.95717528 -0.76926801 -0.16510375 -0.22072391 -0.25896564 -0.25896564 -0.51704115 -0.23141461 -0.71981972 -0.29003902 -0.44616916 -0.68839739 -0.74639675
